Niter 	 T[0]	T[1]	T[2]	T[3]	T[4]	T[5]	T[6]	T[7]	T[8]	T[9]	T[10]	T[11]	T[12]	T[13]	T[14]	T[15]	T[16]	T[17]	T[18]	T[19]	T[20]	T[21]	T[22]	T[23]	T[24]	T[25]	T[26]	T[27]	T[28]	T[29]	T[30]	T[31]	T[32]	T[33]	T[34]	T[35]	T[36]	T[37]	T[38]	T[39]	T[40]	T[41]	T[42]	T[43]	T[44]	T[45]	T[46]	T[47]	T[48]	T[49]	T[50]	T[51]	T[52]	T[53]	T[54]	T[55]	T[56]	T[57]	T[58]	T[59]	T[60]	T[61]	T[62]	T[63]	T[64]	T[65]	T[66]	T[67]	T[68]	T[69]	T[70]	T[71]	T[72]	T[73]	T[74]	T[75]	T[76]	T[77]	T[78]	T[79]	T[80]	T[81]	T[82]	T[83]	T[84]	T[85]	T[86]	T[87]	T[88]	T[89]	T[90]	T[91]	T[92]	T[93]	T[94]	T[95]	T[96]	T[97]	T[98]	T[99]	Residual 
10 	5.652053e+02 	5.002442e+02 	4.418674e+02 	3.911376e+02 	3.483474e+02 	3.132043e+02 	2.850266e+02 	2.629201e+02 	2.459167e+02 	2.330730e+02 	2.235314e+02 	2.165506e+02 	2.115151e+02 	2.079301e+02 	2.054089e+02 	2.036559e+02 	2.024498e+02 	2.016283e+02 	2.010740e+02 	2.007032e+02 	2.004572e+02 	2.002953e+02 	2.001896e+02 	2.001209e+02 	2.000767e+02 	2.000484e+02 	2.000304e+02 	2.000190e+02 	2.000118e+02 	2.000073e+02 	2.000045e+02 	2.000028e+02 	2.000017e+02 	2.000010e+02 	2.000006e+02 	2.000004e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	4.926177e+01 
11 	5.667481e+02 	5.043077e+02 	4.477226e+02 	3.980350e+02 	3.556196e+02 	3.203231e+02 	2.916216e+02 	2.687691e+02 	2.509211e+02 	2.372262e+02 	2.268884e+02 	2.192017e+02 	2.135659e+02 	2.094874e+02 	2.065716e+02 	2.045107e+02 	2.030695e+02 	2.020717e+02 	2.013875e+02 	2.009223e+02 	2.006088e+02 	2.003992e+02 	2.002601e+02 	2.001684e+02 	2.001084e+02 	2.000694e+02 	2.000442e+02 	2.000280e+02 	2.000176e+02 	2.000111e+02 	2.000069e+02 	2.000043e+02 	2.000027e+02 	2.000016e+02 	2.000010e+02 	2.000006e+02 	2.000004e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	4.519415e+01 
12 	5.681026e+02 	5.079126e+02 	4.529738e+02 	4.042967e+02 	3.623099e+02 	3.269658e+02 	2.978675e+02 	2.743943e+02 	2.558103e+02 	2.413493e+02 	2.302755e+02 	2.219207e+02 	2.157041e+02 	2.111379e+02 	2.078243e+02 	2.054469e+02 	2.037593e+02 	2.025734e+02 	2.017479e+02 	2.011783e+02 	2.007888e+02 	2.005244e+02 	2.003464e+02 	2.002274e+02 	2.001484e+02 	2.000963e+02 	2.000621e+02 	2.000399e+02 	2.000255e+02 	2.000162e+02 	2.000102e+02 	2.000065e+02 	2.000040e+02 	2.000025e+02 	2.000016e+02 	2.000010e+02 	2.000006e+02 	2.000004e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	4.167618e+01 
13 	5.693042e+02 	5.111390e+02 	4.577179e+02 	4.100139e+02 	3.684898e+02 	3.331786e+02 	3.037865e+02 	2.797984e+02 	2.605738e+02 	2.454247e+02 	2.336727e+02 	2.246884e+02 	2.179131e+02 	2.128687e+02 	2.091578e+02 	2.064586e+02 	2.045160e+02 	2.031319e+02 	2.021551e+02 	2.014720e+02 	2.009982e+02 	2.006723e+02 	2.004499e+02 	2.002991e+02 	2.001977e+02 	2.001299e+02 	2.000849e+02 	2.000552e+02 	2.000357e+02 	2.000230e+02 	2.000147e+02 	2.000094e+02 	2.000060e+02 	2.000038e+02 	2.000024e+02 	2.000015e+02 	2.000009e+02 	2.000006e+02 	2.000004e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	3.860512e+01 
14 	5.703797e+02 	5.140488e+02 	4.620313e+02 	4.152606e+02 	3.742196e+02 	3.390030e+02 	3.094007e+02 	2.849873e+02 	2.652060e+02 	2.494393e+02 	2.370639e+02 	2.274885e+02 	2.201786e+02 	2.146682e+02 	2.105634e+02 	2.075397e+02 	2.053358e+02 	2.037455e+02 	2.026087e+02 	2.018034e+02 	2.012379e+02 	2.008439e+02 	2.005715e+02 	2.003846e+02 	2.002573e+02 	2.001711e+02 	2.001131e+02 	2.000744e+02 	2.000487e+02 	2.000317e+02 	2.000205e+02 	2.000132e+02 	2.000085e+02 	2.000054e+02 	2.000035e+02 	2.000022e+02 	2.000014e+02 	2.000009e+02 	2.000005e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	3.590270e+01 
15 	5.713496e+02 	5.166905e+02 	4.659755e+02 	4.200976e+02 	3.795503e+02 	3.444755e+02 	3.147314e+02 	2.899687e+02 	2.697040e+02 	2.533839e+02 	2.404362e+02 	2.303074e+02 	2.224878e+02 	2.165256e+02 	2.120326e+02 	2.086842e+02 	2.062148e+02 	2.044118e+02 	2.031076e+02 	2.021727e+02 	2.015083e+02 	2.010399e+02 	2.007123e+02 	2.004848e+02 	2.003279e+02 	2.002205e+02 	2.001475e+02 	2.000981e+02 	2.000649e+02 	2.000427e+02 	2.000280e+02 	2.000182e+02 	2.000118e+02 	2.000077e+02 	2.000049e+02 	2.000032e+02 	2.000020e+02 	2.000013e+02 	2.000008e+02 	2.000005e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	3.350804e+01 
16 	5.722302e+02 	5.191028e+02 	4.696002e+02 	4.245753e+02 	3.845254e+02 	3.496284e+02 	3.197985e+02 	2.947513e+02 	2.740676e+02 	2.572519e+02 	2.437797e+02 	2.331337e+02 	2.248297e+02 	2.184312e+02 	2.135577e+02 	2.098863e+02 	2.071490e+02 	2.051283e+02 	2.036505e+02 	2.025794e+02 	2.018097e+02 	2.012610e+02 	2.008729e+02 	2.006004e+02 	2.004105e+02 	2.002790e+02 	2.001885e+02 	2.001267e+02 	2.000847e+02 	2.000563e+02 	2.000373e+02 	2.000246e+02 	2.000161e+02 	2.000105e+02 	2.000068e+02 	2.000044e+02 	2.000029e+02 	2.000018e+02 	2.000012e+02 	2.000007e+02 	2.000005e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	3.137300e+01 
17 	5.730343e+02 	5.213172e+02 	4.729462e+02 	4.287358e+02 	3.891821e+02 	3.544903e+02 	3.246208e+02 	2.993442e+02 	2.782981e+02 	2.610389e+02 	2.470863e+02 	2.359580e+02 	2.271946e+02 	2.203761e+02 	2.151312e+02 	2.111401e+02 	2.081342e+02 	2.058924e+02 	2.042359e+02 	2.030228e+02 	2.021419e+02 	2.015074e+02 	2.010539e+02 	2.007322e+02 	2.005056e+02 	2.003470e+02 	2.002369e+02 	2.001608e+02 	2.001086e+02 	2.000729e+02 	2.000488e+02 	2.000324e+02 	2.000215e+02 	2.000142e+02 	2.000093e+02 	2.000061e+02 	2.000040e+02 	2.000026e+02 	2.000017e+02 	2.000011e+02 	2.000007e+02 	2.000004e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	2.945897e+01 
18 	5.737724e+02 	5.233593e+02 	4.760476e+02 	4.326148e+02 	3.935526e+02 	3.590867e+02 	3.292154e+02 	3.037567e+02 	2.823978e+02 	2.647421e+02 	2.503500e+02 	2.387723e+02 	2.295742e+02 	2.223527e+02 	2.167464e+02 	2.124403e+02 	2.091663e+02 	2.067011e+02 	2.048619e+02 	2.035019e+02 	2.025046e+02 	2.017793e+02 	2.012557e+02 	2.008806e+02 	2.006138e+02 	2.004254e+02 	2.002931e+02 	2.002008e+02 	2.001369e+02 	2.000928e+02 	2.000626e+02 	2.000420e+02 	2.000281e+02 	2.000187e+02 	2.000124e+02 	2.000082e+02 	2.000054e+02 	2.000035e+02 	2.000023e+02 	2.000015e+02 	2.000010e+02 	2.000006e+02 	2.000004e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	2.773462e+01 
19 	5.744531e+02 	5.252503e+02 	4.789326e+02 	4.362426e+02 	3.976646e+02 	3.634400e+02 	3.335984e+02 	3.079981e+02 	2.863701e+02 	2.683600e+02 	2.535662e+02 	2.415702e+02 	2.319614e+02 	2.243539e+02 	2.183971e+02 	2.137817e+02 	2.102414e+02 	2.075517e+02 	2.055268e+02 	2.040157e+02 	2.028975e+02 	2.020766e+02 	2.014786e+02 	2.010462e+02 	2.007358e+02 	2.005144e+02 	2.003576e+02 	2.002473e+02 	2.001700e+02 	2.001163e+02 	2.000792e+02 	2.000536e+02 	2.000362e+02 	2.000243e+02 	2.000162e+02 	2.000108e+02 	2.000072e+02 	2.000047e+02 	2.000031e+02 	2.000020e+02 	2.000013e+02 	2.000009e+02 	2.000006e+02 	2.000004e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	2.617418e+01 
20 	5.750834e+02 	5.270080e+02 	4.816253e+02 	4.396450e+02 	4.015425e+02 	3.675704e+02 	3.377843e+02 	3.120772e+02 	2.902186e+02 	2.718924e+02 	2.567313e+02 	2.443464e+02 	2.343501e+02 	2.263736e+02 	2.200777e+02 	2.151596e+02 	2.113556e+02 	2.084412e+02 	2.062285e+02 	2.045630e+02 	2.033198e+02 	2.023992e+02 	2.017227e+02 	2.012293e+02 	2.008718e+02 	2.006147e+02 	2.004310e+02 	2.003005e+02 	2.002084e+02 	2.001438e+02 	2.000987e+02 	2.000674e+02 	2.000459e+02 	2.000310e+02 	2.000209e+02 	2.000140e+02 	2.000094e+02 	2.000062e+02 	2.000041e+02 	2.000027e+02 	2.000018e+02 	2.000012e+02 	2.000008e+02 	2.000005e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	2.475634e+01 
21 	5.756693e+02 	5.286473e+02 	4.841461e+02 	4.428443e+02 	4.052074e+02 	3.714958e+02 	3.417865e+02 	3.160026e+02 	2.939475e+02 	2.753394e+02 	2.598429e+02 	2.470965e+02 	2.367351e+02 	2.284064e+02 	2.217830e+02 	2.165693e+02 	2.125053e+02 	2.093669e+02 	2.069649e+02 	2.051424e+02 	2.037708e+02 	2.027467e+02 	2.019880e+02 	2.014299e+02 	2.010223e+02 	2.007267e+02 	2.005136e+02 	2.003610e+02 	2.002524e+02 	2.001756e+02 	2.001215e+02 	2.000837e+02 	2.000574e+02 	2.000391e+02 	2.000266e+02 	2.000180e+02 	2.000121e+02 	2.000081e+02 	2.000054e+02 	2.000036e+02 	2.000024e+02 	2.000016e+02 	2.000010e+02 	2.000007e+02 	2.000004e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	2.346327e+01 
22 	5.762158e+02 	5.301810e+02 	4.865126e+02 	4.458600e+02 	4.086779e+02 	3.752322e+02 	3.456174e+02 	3.197824e+02 	2.975609e+02 	2.787019e+02 	2.628992e+02 	2.498171e+02 	2.391118e+02 	2.304474e+02 	2.235083e+02 	2.180068e+02 	2.136868e+02 	2.103259e+02 	2.077341e+02 	2.057524e+02 	2.042496e+02 	2.031188e+02 	2.022744e+02 	2.016483e+02 	2.011875e+02 	2.008505e+02 	2.006058e+02 	2.004291e+02 	2.003023e+02 	2.002119e+02 	2.001478e+02 	2.001026e+02 	2.000709e+02 	2.000487e+02 	2.000334e+02 	2.000227e+02 	2.000154e+02 	2.000104e+02 	2.000070e+02 	2.000047e+02 	2.000031e+02 	2.000021e+02 	2.000014e+02 	2.000009e+02 	2.000006e+02 	2.000004e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	2.227993e+01 
23 	5.767270e+02 	5.316198e+02 	4.887399e+02 	4.487089e+02 	4.119706e+02 	3.787940e+02 	3.492882e+02 	3.234246e+02 	3.010632e+02 	2.819812e+02 	2.658992e+02 	2.525055e+02 	2.414764e+02 	2.324924e+02 	2.252496e+02 	2.194682e+02 	2.148970e+02 	2.113156e+02 	2.085340e+02 	2.063918e+02 	2.047553e+02 	2.035148e+02 	2.025816e+02 	2.018845e+02 	2.013675e+02 	2.009867e+02 	2.007079e+02 	2.005051e+02 	2.003585e+02 	2.002532e+02 	2.001779e+02 	2.001244e+02 	2.000865e+02 	2.000599e+02 	2.000413e+02 	2.000284e+02 	2.000194e+02 	2.000132e+02 	2.000090e+02 	2.000061e+02 	2.000041e+02 	2.000027e+02 	2.000018e+02 	2.000012e+02 	2.000008e+02 	2.000005e+02 	2.000004e+02 	2.000002e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	2.119359e+01 
